Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
HD 128598,,,,128598,71567,14h 38m 11.78s,−14° 57′ 17.2″,8.76,,3080,K1IV/V,used to discover Uranus's rings
UZ Lib,,,UZ,,76086,15h 32m 23.21s,−08° 32′ 00.9″,9.12,,525,K0III,"RS CVn variable, *V*max = 8.85m, *V*min = 9.62m, *P* = 4.77 d"
HD 134440,,,,134440,74234,15h 10m 12.97s,−16° 27′ 47.5″,9.43,,93,K2V,peculiar metal abundance; suspected variable
EH Lib,,,EH,,73315,14h 58m 55.92s,−00° 56′ 53.1″,9.83,,581,A5,"δ Sct variable, *V*max = 9.35m, *V*min = 10.08m, *P* = 0.09 d"
VZ Lib,,,VZ,,76050,15h 31m 51.76s,−15° 41′ 10.2″,10.27,,667,F5,"W UMa variable, *V*max = 10.13m, *V*min = 10.63m, *P* = 0.36 d"
Gliese 581,,,HO,,74995,15h 19m 26.82s,−07° 43′ 20.2″,10.55,11.57,20,M3,"BY Dra variable, *V*max = 10.56m, *V*min = 10.58m; has 3 planets (b, c, e)"
WASP-109,,,,,,15h 28m 13.0s,−16° 24′ 39″,11.4,,1076,F4,has a transiting planets (b)
HE 1523-0901,,,,,,15h 26m 01.07s,−09° 11′ 38.9″,11.5,,,,one of the oldest stars known
HP Lib,,,HP,,,15h 35m 53.08s,−14° 13′ 12.2″,13.65,,,Bpec,"AM CVn star and V777 Her variable, *V*max = 13.65m, *V*min = 13.8m, *P* = 
0.013 d"
2MASS 1507-1627,,,,,,15h 07m 47.69s,−16° 27′ 38.6″,22.14,,23.9,L5.5,brown dwarf
GW Lib,,,GW,,,15h 19m 55.35s,−25° 00′ 24.5″,,,,,WZ Sge variable
WISE 1541-2250,,,,,,15h 41m 51.66s,−22° 50′ 25.0″,,,18.6,Y0,brown dwarf
"Table legend: 
[TABLE]",,,,,,,,,,,,
