Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
8 Vul,,8,,183491,95785,19h 28m 57.08s,+24° 46′ 07.3″,5.82,-0.04,484,K0III,suspected variable
HD 182955,,,,182955,95582,19h 26m 28.69s,+19° 53′ 29.8″,5.85,0.12,455,M0III,"slow irregular variable, Δ*V* = 0.01m"
HD 189944,,,,189944,98609,20h 01m 44.71s,+24° 48′ 01.5″,5.88,-0.69,672,B4V,
HD 184010,,,,184010,96016,19h 31m 21.61s,+26° 37′ 01.6″,5.89,2.03,193,K0III-IV,suspected variable
20 Vul,,20,,192044,99531,20h 12m 00.70s,+26° 28′ 43.8″,5.91,-1.81,1140,B7Ve...,"variable star, *V*max = 5.87m, *V*min = 5.92m"
HD 196753,,,,196753,101870,20h 38m 34.99s,+23° 40′ 49.8″,5.91,-3,1976,K0II-III+..,
HD 187193,,,,187193,97402,19h 47m 48.50s,+25° 23′ 02.8″,6,0.56,400,K0II-III,
HD 179648,,,,179648,94382,19h 12m 36.72s,+21° 33′ 16.4″,6.02,-1.43,1006,A2Vn,
HD 196821,,,,196821,101919,20h 39m 10.63s,+21° 49′ 02.7″,6.08,-1.19,926,A0III,suspected variable
HD 201051,,,,201051,104172,21h 06m 23.45s,+26° 55′ 27.9″,6.13,0.99,348,K0II-III,
3 Cyg,,-3,,182807,95492,19h 25m 25.87s,+24° 54′ 51.5″,6.19,3.97,90,F7V,
HD 203858,,,,203858,105660,21h 24m 07.42s,+25° 18′ 44.6″,6.2,-0.17,612,A2V,
HD 178476,,,,178476,93975,19h 08m 03.49s,+21° 41′ 55.5″,6.22,3.01,143,F3V,
HD 191877,,,,191877,99479,20h 11m 21.02s,+21° 52′ 29.9″,6.24,-8.55,6200,B1Ib,
HD 193094,,,,193094,100018,20h 17m 31.54s,+29° 08′ 51.0″,6.24,0.98,367,G9III,
PS Vul,,,PS,186518,97091,19h 43m 55.97s,+27° 08′ 07.5″,6.28,-4.35,4347,B7V + G1:III,"Algol variable, *V*max = 6.28m, *V*min = 6.35m, *P* = 3.8173 d"
V387 Vul,,,V387,176541,93270,18h 59m 58.12s,+22° 48′ 52.2″,6.28,-0.55,756,M4III,semiregular variable
HD 203206,,,,203206,105344,21h 20m 14.07s,+22° 01′ 34.2″,6.29,0.2,539,B6IV,suspected variable
