Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
38 Aur,,38,,40801,28677,06h 03m 17.87s,+42° 54′ 42.8″,6.08,1.56,261,K0III,
41 Aur B,,41,,42127,,06h 11m 36.60s,+48° 42′ 40.0″,6.09,,,,component of the 41 Aur system
,,,,31327,22955,04h 56m 20.09s,+36° 10′ 06.8″,6.1,-6.66,11643,B2Ib,
,,,,36719,26315,05h 36m 15.95s,+47° 42′ 55.2″,6.1,1.05,333,F0V:,
59 Aur,,59,OX,50018,33041,06h 53m 01.41s,+38° 52′ 08.9″,6.1,0.04,530,F2V,"OX Aur; δ Sct variable, *V*max = 5.94m, *V*min = 6.14m, *P* = 0.154412 d"
,,,,32188,23511,05h 03m 18.64s,+41° 26′ 30.0″,6.11,-2.87,2037,A2sh,
,,,,41330,28908,06h 06m 08.62s,+35° 23′ 18.4″,6.12,4.01,86,G0V,
,,,,32406,23583,05h 04m 14.56s,+30° 29′ 40.6″,6.14,-0.12,581,K0II-III,
,,,,40083,28390,05h 59m 47.95s,+54° 32′ 49.6″,6.14,1.04,341,K2III,
AR Aur,,17,AR,34364,24740,05h 18m 18.89s,+33° 46′ 02.7″,6.15,0.72,398,B9.5V,"Algol variable, *V*max = 6.15m, *V*min = 6.82m, *P* = 4.13465 d"
,,,,41467,29025,06h 07m 26.76s,+41° 51′ 15.6″,6.15,-0.89,834,K0III,
,,,,33654,24451,05h 14m 44.27s,+53° 12′ 50.2″,6.16,-2.45,1716,A0V,
V352 Aur,,,V352,50420,33269,06h 55m 14.66s,+43° 54′ 36.2″,6.16,-0.97,869,A9III,"δ Sct variable, *V*max = 6.13m, *V*min = 6.18m, *P* = 0.17 d"
HD 35519,,,,35519,25476,05h 26m 54.33s,+35° 27′ 26.3″,6.17,-0.31,644,K2,Star in Cluster NGC 1912 and NGC 1907
,,,,35521,25475,05h 26m 51.28s,+33° 15′ 44.2″,6.18,1.06,344,K0,
,,,,40588,28517,06h 01m 10.06s,+31° 02′ 04.3″,6.18,1.7,256,A2V,
,,,,53925,34462,07h 08m 36.25s,+37° 26′ 42.5″,6.19,-0.45,695,K1III,
,,,,32655,23799,05h 06m 49.56s,+43° 10′ 29.0″,6.2,-0.91,860,F2IIp...,
,,,,35984,25730,05h 29m 40.63s,+29° 11′ 11.7″,6.2,1.45,290,F6III,
V538 Aur,,,V538,37394,26779,05h 41m 20.33s,+53° 28′ 56.4″,6.21,5.77,40,K1V,"BY Draconis variable, Δ*V* = 0.04m, *P* = 10.86 d"
,,,,40325,28438,06h 00m 18.92s,+44° 35′ 31.6″,6.21,0.97,365,K2III...,
,,,,48073,32190,06h 43m 13.72s,+37° 08′ 50.7″,6.21,0.38,478,K0,
,,,,34332,24771,05h 18m 40.32s,+40° 27′ 54.6″,6.22,-0.36,676,K0,
NO Aur,,,NO,37536,26718,05h 40m 42.05s,+31° 55′ 14.2″,6.23,-1.89,1370,M2SIab,"S star type; irregular variable, *V*max = 6.06m, *V*min = 6.44m"
,,,,40832,28644,06h 02m 55.12s,+32° 38′ 10.4″,6.23,2.74,163,F4V,
,,,,41269,28861,06h 05m 33.90s,+33° 35′ 56.7″,6.23,-1.06,937,B9sp...,
,,,,49949,33056,06h 53m 07.57s,+44° 50′ 24.3″,6.24,1.03,359,A8Vn,
,,,,36499,26071,05h 33m 38.23s,+34° 43′ 32.2″,6.27,0.78,408,A3IV,
V440 Aur,,,V440,39045,27661,05h 51m 25.74s,+32° 07′ 28.9″,6.28,0.03,580,M3III,"irregular variable, *V*max = 6.24m, *V*min = 6.37m"
,,,,42083,29404,06h 11m 45.91s,+52° 38′ 50.5″,6.28,1.27,327,A5m,
,,,,38765,27625,05h 50m 56.22s,+51° 30′ 52.9″,6.29,1.62,281,K1III,
,,,,35238,25290,05h 24m 38.44s,+31° 13′ 26.2″,6.3,-0.49,744,K1III...,
,,,,38358,27319,05h 47m 14.68s,+42° 31′ 37.1″,6.3,-0.42,720,K0,
,,,,50384,33271,06h 55m 15.21s,+45° 49′ 35.7″,6.31,0.96,383,K0III-IV,
,,,,41162,28820,06h 05m 02.58s,+37° 57′ 51.4″,6.32,-0.5,755,K0III+...,
60 Aur,,60,,50037,33064,06h 53m 13.37s,+38° 26′ 18.4″,6.32,2.23,214,F5V:,
43 Aur,,43,,43380,29949,06h 18m 16.86s,+46° 21′ 38.7″,6.33,1.2,346,K2III,
,,,,56941,35623,07h 21m 03.11s,+42° 39′ 21.6″,6.33,-0.63,805,K0,
,,,,41636,29114,06h 08m 23.14s,+41° 03′ 21.0″,6.34,0.99,384,G9III,
,,,,39866,28117,05h 56m 33.77s,+28° 56′ 32.2″,6.35,-3.88,3622,A2II,
,,,,47270,31889,06h 39m 57.87s,+44° 00′ 50.8″,6.35,-0.19,663,K1III,
,,,,37138,26463,05h 37m 45.80s,+33° 33′ 33.0″,6.36,0.44,498,K0,
,,,,48272,32268,06h 44m 12.52s,+36° 06′ 33.3″,6.37,-0.85,908,A2V,
HD 36041,,,,36041,25810,05h 30m 45.07s,+39° 49′ 33.6″,6.38,0.63,460,G9III,
,,,,40722,28642,06h 02m 53.49s,+43° 22′ 42.3″,6.38,0.88,410,K0,
35 Cam,,-35,,40873,28765,06h 04m 29.11s,+51° 34′ 24.6″,6.39,0.98,394,A7III,
,,,,37646,26781,05h 41m 20.97s,+29° 29′ 14.9″,6.4,0.46,502,B8IV,
,,,,39182,27777,05h 52m 39.67s,+39° 34′ 29.0″,6.4,-0.14,661,A2V,
,,,,57263,35725,07h 22m 13.41s,+38° 59′ 45.7″,6.4,0.33,533,K0,
,,,,35681,25580,05h 28m 00.92s,+33° 45′ 51.2″,6.41,3.76,110,F5,
,,,,44092,30200,06h 21m 11.91s,+29° 32′ 27.3″,6.41,1.33,338,A1Vs,
HD 33463,,,,33463,24193,05h 11m 38.31s,+29° 54′ 13.1″,6.42,-1.31,1144,M2III,
34 Cam,,-34,,40062,28385,05h 59m 45.83s,+55° 19′ 15.9″,6.42,1.32,342,A5m,
,,,,45192,30741,06h 27m 35.52s,+32° 33′ 47.2″,6.43,0.8,435,K0,
,,,,37250,26592,05h 39m 08.72s,+41° 21′ 31.9″,6.44,2.02,250,K0,
22 Aur,,22,,35076,25192,05h 23m 22.86s,+28° 56′ 12.6″,6.45,0.15,593,B9Vs,
6 Aur,,6,,31780,23268,05h 00m 23.21s,+39° 39′ 16.8″,6.46,-1.45,1244,K5III,
ψ8 Aur,ψ8,61,,50204,33133,06h 53m 57.07s,+38° 30′ 18.3″,6.46,-0.56,825,B9.5sp...,part of Dolones (ψ Aur)[1]
,,,,38229,27293,05h 47m 00.06s,+51° 31′ 15.5″,6.47,0.63,481,G5,
V403 Aur,,,V403,39743,28162,05h 57m 04.90s,+49° 01′ 46″,6.47,0.21,583,G8III,"RS CVn variable, Δ*V* = 0.19m, *P* = 73.1 d"
,,,,33632,24332,05h 13m 17.55s,+37° 20′ 15.5″,6.48,4.41,85,F8,
,,,,47703,32040,06h 41m 37.77s,+35° 55′ 55.2″,6.48,2,256,F8III,
,,,,51021,33453,06h 57m 18.50s,+37° 23′ 41.0″,6.48,-0.94,994,M3,
,,,,56171,35317,07h 17m 42.65s,+38° 52′ 34.8″,6.48,0.45,524,K0,
,,,,29867,22003,04h 43m 48.27s,+32° 51′ 56.0″,6.49,2.2,235,A8V,
,,,,32608,23724,05h 06m 00.93s,+35° 56′ 11.1″,6.49,1.91,269,A5V,
18 Aur,,18,,34499,24832,05h 19m 23.72s,+33° 59′ 07.6″,6.49,2.2,235,A7V,
,,,,34498,24881,05h 20m 02.32s,+44° 25′ 31.5″,6.49,-0.83,948,K0,
