Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
V529 And,,,V529,8801,6794,01h 27m 26.67s,+41° 06′ 04.0″,6.42,2.69,182,Am...,"δ Scuti variable, Δ*V* = 0.03m, *P* = 0.40331 d"
,,,,217731,113750,23h 02m 11.32s,+44° 34′ 22.4″,6.43,1.22,359,K0,
HD 222641,,,,222641,116941,23h 42m 14.68s,+44° 59′ 30.3″,6.43,-0.48,786,K5III,suspected variable
,,,,7853,6140,01h 18m 47.02s,+37° 23′ 10.7″,6.44,0.71,456,A5m,double star
,,,,14221,10830,02h 19m 22.77s,+48° 57′ 19.0″,6.44,2.39,210,F4V,
,,,,219668,114981,23h 17m 16.59s,+45° 09′ 51.5″,6.44,2.1,241,K0IV,
HD 6114,,,,6114,4911,01h 03m 01.47s,+47° 22′ 34.3″,6.46,1.39,337,A9V,double star
,,,,11884,9163,01h 57m 59.23s,+47° 05′ 43.9″,6.48,-1.24,1140,K0,
ET And,,,ET,219749,115036,23h 17m 55.99s,+45° 29′ 20.2″,6.48,0.36,545,B9Vp(Si),"α2 CVn variable, Δ*V* = 0.03m, *P* = 1.61888 d"
HD 222399,,,,222399,116781,23h 40m 02.82s,+37° 39′ 10.2″,6.49,1.74,291,F2IV,double star
PY And,,,PY,3322,2865,00h 36m 20.00s,+27° 15′ 17″,6.5,-0.16,701,B8IIImnp...,"α2 CVn variable, Δ*V* = ~0.03m"
,,,,800,1009,00h 12m 34.08s,+44° 42′ 26.1″,6.5,0.5,517,K0,
59 And B,,59,,13295,10180,02h 10m 53.67s,+39° 02′ 36.0″,6.82,-1.76,1698,A1Vn,component of the 59 And system
HD 222155,,,,222155,116616,23h 38m 00s,+48° 59′ 47″,7.1,3.65,160,G2V,has a planet (b)
HD 16175,,,,16175,12191,02h 37m 01.91s,+42° 03′ 45.5″,7.28,3.4,195,G0,has a planet (b)
