Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
HD 152219,,,V1292,152219,,16h 53m 55.56s,−41° 52′ 51.29″,7.57,,5900,O9IV,"in NGC 6231; Algol variable, *V*max = 7.57m, *V*min = 7.80m, *P* = 4.24 d"
V393 Sco,,,V393,161741,87191,17h 48m 47.60s,−35° 03′ 29.6″,7.59,,2400,B3III,"double periodic or Algol variable, *V*max = 7.39m, *V*min = 8.31m, *P* = 
7.71 d"
HD 152218,,,V1294,152218,,16h 53m 59.99s,−41° 42′ 52.8″,7.61,,,O9.5IV(n),"in Trumpler 24; Algol variable, *V*max = 7.58m, *V*min = 7.67m, *P* = 5.60 d"
V703 Sco,,,V703,160589,86650,17h 42m 16.81s,−32° 31′ 23.6″,7.85,,556,A9V,"double-mode δ Sct variable, *V*max = 7.58m, *V*min = 8.04m, *P* = 0.12 d"
V482 Sco,,,V482,158443,85701,17h 30m 48.38s,−33° 36′ 36.0″,7.91,,,F9II,"classical Cepheid, *V*max = 7.63m, *V*min = 8.3m, *P* = 4.53 d"
HD 147873,,,,147873,80486,17h 30m 48.38s,−33° 36′ 36.0″,7.96,,342,G1V,has two planets (b & c)
AH Sco,,,AH,155161,84071,17h 11m 17.02s,−32° 19′ 30.7″,8.1,,12000,M4-5Ia-Iab,"semiregular variable, *V*max = 6.7m, *V*min = 9.5m, *P* = 735 d; one of the largest 
known stars"
HD 145377,,,,145377,79346,16h 11m 36.45s,−27° 04′ 41.4″,8.12,4.31,188,G3V,has a planet (b)
HD 144432,,,,144432,78943,16h 06m 57.95s,−27° 43′ 09.8″,8.19,,522,F0IIIe+K7V,triple system; Herbig Ae/Be star
V1034 Sco,,,V1034,,,16h 54m 19.85s,−41° 50′ 09.4″,8.23,,5900,O8V,"in NGC 6231; Algol variable, *V*max = 8.23m, *V*min = 8.63m, *P* = 2.44 d"
RZ Sco,,,RZ,144018,78746,16h 04m 36.13s,−24° 06′ 00.6″,8.3,,,M3e,"semiregular variable, *V*max = 8.3m, *V*min = 12.3m, *P* = 162.1 d"
HD 158393,,,V965,158393,85680,17h 30m 33.36s,−33° 39′ 15.9″,8.57,,937,G5:IIIe +F0/2IV/V,"RS CVn variable, *V*max = 8.46m, *V*min = 8.67m, *P* = 30.52 d"
V500 Sco,,,V500,316354,87173,17h 48m 37.50s,−30° 28′ 33.5″,8.81,,1060,K0,"classical Cepheid, *V*max = 8.4m, *V*min = 9.13m, *P* = 9.32 d"
HD 142666,,,V1026,142666,,15h 56m 40.02s,−22° 01′ 40.0″,8.86,,,A8Ve,"UX Ori star, *V*max = 8.57m, *V*min = 9.5m"
V907 Sco,,,V907,163302,,17h 56m 55.56s,−34° 45′ 01.2″,8.86,,,B9V,"Algol variable, *V*max = 8.61m, *V*min = 9.2m, *P* = 3.78 d"
V718 Sco,,,V718,145718,79476,16h 13m 11.59s,−22° 29′ 06.7″,8.86,,383,A8III/IV,"UX Ori star, *V*max = 8.75m, *V*min = 10.30m"
V701 Sco,,,V701,317844,85985,17h 34m 24.51s,−32° 30′ 16.0″,8.97,,3500,B5V,"W UMa variable, *V*max = 8.63m, *V*min = 9.05m, *P* = 0.76 d"
AK Sco,,,AK,152404,82747,16h 54m 44.85s,−36° 53′ 18.6″,9,,335,F5Ve,"UX Ori star, *V*max = 8.7m, *V*min = 12.8m"
HD 326823,,,V1104,326823,,17h 06m 53.91s,−42° 39′ 39.7″,9.03,,,O+...,"luminous blue variable, *V*max = 8.88m, *V*min = 9.20m, *P* = 6.12 d"
HD 162020,,,,162020,87330,17h 50m 38.35s,−40° 19′ 06.1″,9.12,,95.94,K3V,has a brown dwarf companion
GSC 06214-00210,,,,,,16h 21m 55s,−20° 43′ 07″,9.15,,473,M1,has a planet (b)
KQ Sco,,,KQ,328953,82498,16h 51m 38.55s,−45° 25′ 36.1″,9.33,,1120,K7,"classical Cepheid, *V*max = 9.33m, *V*min = 10.26m, *P* = 28.71 d"
HD 318107,,,V970,318107,,17h 39m 41.26s,−32° 17′ 57.4″,9.34,,,B8,α2 CVn variable
WR 86,,,V1035,156327,84655,17h 18m 23.06s,−34° 24′ 30.6″,9.35,,1770,WC7+B0III,"β Cep variable, Δ*V* = 0.017m, *P* = 0.15 d"
CD -35 11760,,,V1037,320156,,17h 37m 58.50s,−35° 23′ 04.32″,9.83,,,B4Ibe,"PV Tel variable, *V*max = 9.62m, *V*min = 9.83m"
AI Sco,,,AI,320921,,17h 56m 18.57s,−33° 48′ 43.4″,9.98,,,G4,"RV Tau variable, *V*max = 8.88m, *V*min = 11.6m, *P* = 71.9 d"
Gliese 667 C,,,,156384C,,17h 18m 58.69s,−34° 59′ 48.3″,10.22,11,23,M1.5,component of Gliese 667 system; has two planets (b) (c)
Pismis 24-1,,,,319718,,17h 24m 43.41s,−34° 11′ 56.5″,10.43,-7.3,8150,O3 If*,one of the most luminous stars known
Gliese 682,,,,,86214,17h 37m 03.66s,−44° 19′ 09.2″,10.95,,16.557,M3.5,
CD -38 10980,,,,,,16h 23m 33.84s,−39° 13′ 46.2″,11.03,,42.89,DA2,white dwarf
Scorpius X-1,,,V818,,,16h 19m 55.07s,−15° 38′ 24.8″,11.1,,11000,Oev,low-mass X-ray binary
HIP 79431,,,,,79431,16h 12m 41.77s,−18° 52′ 31.8″,11.34,10.47,49,M3V,has a planet (b)
V921 Sco,,,V921,,,16h 59m 06.79s,−42° 42′ 08.6″,11.43,,,Bep,"γ Cas variable, Δ*V* = 0.3m"
WASP-17,,,,,,15h 59m 50.95s,−28° 03′ 42.3″,11.59,,1000,F4,has a transiting planet (b)
HK Sco,,,HK,,,16h 54m 41.04s,−30° 23′ 06.7″,11.7,,,,"Z And variable, *V*max = 11.7m, *V*min = 14.7m, *P* = 458 d"
T Sco,,,T,,,16h 17m 02.83s,−22° 58′ 31.3″,12,,32600,,"in Messier 80; nova, *V*max = 6.8m, *V*min = <12.0m"
V866 Sco,,,V866,,,16h 11m 31.40s,−18° 38′ 24.5″,12.05,,,K5,"T Tau star, Δ*V* = 0.5m, *P* = 6.78 d"
V1094 Sco,,,V1094,,,16h 08m 36.18s,−39° 23′ 02.5″,12.5,,,K6,"young stellar object, Δ*V* = 0.5m"
1RXS J160929.1-210524,,,,,,16h 09m 30.31s,−21° 04′ 57.6″,12.97,7.17,470,K7V,has a planet (b)
IRAS 17163-3907,,,,,,17h 19m 49.33s,−39° 10′ 37.9″,13.1,,,,in Fried Egg Nebula; yellow hypergiant
CL Sco,,,CL,,,16h 54m 51.98s,−30° 37′ 18.2″,13.25,,,M4,"Z And variable and re-radiating binary system, *V*max = 10.8m, *V*min = 13.7
m, *P* = 625 d"
GRO J1655-40,,,V1033,,,16h 54m 00.14s,−39° 50′ 44.9″,14.2,,,B9V,"X-ray nova containing black hole, *V*max = 14m, *V*min = 17.3m"
XTE J1739-302,,,,,,17h 39m 11.58s,−30° 20′ 37.6″,14.8,,,O8.5Iab(f),high-mass X-ray binary
OGLE-2005-BLG-390L,,,,,,17h 54m 19s,−30° 22′ 38″,15.7,,21000,M4,has a planet (b)
Th 28,,,V1190,,,16h 08m 29.73s,−39° 03′ 11.0″,16.42,,,K0:,"T Tau star, *V*max = 16.42m, *V*min = 16.93m"
MXB 1735-44,,,V926,,,17h 38m 58.3s,−44° 27′ 00″,17.4,,,,"X-ray burster, Δ*V* = 0.2m, *P* = 0.19 d"
Wray 17-96,,,,,,17h 41m 35.2s,−30° 06′ 39.6″,17.8,-10.9,15000,B3,"luminous blue variable, one of the most luminous stars known"
V992 Sco,,,V992,,,17h 07m 17.44s,−43° 15′ 22.0″,18,,,,"nova, *V*max = 7.26m, *V*min = 18.0m, *P* = 0.15 d"
V1187 Sco,,,V1187,,,17h 29m 18.81s,−31° 46′ 01.5″,18,,,,"nova, *V*max = 9.6m, *V*min = 18m"
V1186 Sco,,,V1186,,,17h 12m 51.21s,−30° 56′ 37.2″,18,,,,"nova, *V*max = 9.7m, *V*min = <18m"
GX 349+2,,,V1101,,,17h 05m 44.49s,−36° 25′ 23.1″,18.6,,,,"low-mass X-ray binary, *V*max = 18.3m, *V*min = 19.3m, *P* = 0.94 d"
U Sco,,,U,,,16h 22m 30.80s,−17° 52′ 43.2″,19.3,,,,"recurrent nova and eclipsing binary, *V*max = 7.5m, *V*min = 19.3m, *P* = 
1.23 d"
V745 Sco,,,V745,,,17h 55m 22.27s,−33° 15′ 58.5″,19.3,,,,"nova and rotating ellipsoidal variable, *V*max = 9.4m, *V*min = 19.3m, *P* 
= 510 d"
OGLE-2005-BLG-071L,,,,,,17h 50m 09s,−34° 40′ 23″,19.5,,11000,M?,has a planet (b)
V1280 Sco,,,V1280,,,16h 57m 40.91s,−32° 20′ 36.4″,20,,,,"nova, *V*max = 3.78m, *V*min = <20.0m"
V1309 Sco,,,V1309,,,17h 57m 33.02s,−30° 43′ 10.4″,20.4,,,,"luminous red nova, *V*max = 7.9m, *V*min = 20.4m"
PSR B1620-26,,,,,,16h 23m 38.22s,−26° 31′ 53.8″,21.3,,,,in Messier 4; pulsar/white dwarf binary; has a planet
MOA-2008-BLG-310L,,,,,,17h 05m 14.53s,−34° 46′ 41.0″,23.38,,20000,,has a planet (b)
FQ Sco,,,FQ,,,17h 08m 04.51s,−32° 42′ 02.2″,,,,,SS Cyg variable
V455 Sco,,,V455,,,17h 07m 21.73s,−34° 05′ 14.5″,,,,,Z And variable
V893 Sco,,,V893,,,16h 15m 15.15s,−28° 37′ 30.1″,,,,,SU UMa variable and eclipsing binary
V1018 Sco,,,V1018,,,17h 35m 02.72s,−33° 33′ 29.4″,,,,,semiregular variable
H1-36,,,,,,17h 49m 48.22s,−33° 01′ 27.9″,,,,M8,in NGC 6441; symbiotic star
IGR J17252-3616,,,,,,17h 25m 11.4s,−36° 16′ 59″,,,,B0-1Ia,high-mass X-ray binary
OAO 1657-415,,,,,,17h 00m 47.9s,−41° 40′ 23″,,,,B3:Ia-ab...,high-mass X-ray binary
Rapid Burster,,,,,,17h 33m 24.61s,−33° 23′ 19.8″,,,,,low-mass X-ray binary
GX 340+0,,,,,,16h 45m 47.7s,−45° 36′ 40″,,,,,low-mass X-ray binary
H1743-322,,,,,,17h 46m 15.61s,−32° 14′ 00.6″,,,,,low-mass X-ray binary
IGR J17091-3624,,,,,,17h 09m 08s,−36° 22′ 24″,,,,B9V,low-mass X-ray binary containing black hole
4U 1702-42,,,,,,17h 06m 15.31s,−43° 02′ 08.7″,,,,,low-mass X-ray binary
4U 1705-44,,,,,,17h 08m 54.47s,−44° 06′ 07.4″,,,,,low-mass X-ray binary
4U 1722-307,,,,,,17h 27m 33.25s,−30° 48′ 07.4″,,,,,in Terzan 2; low-mass X-ray binary
4U 1728-34,,,,,,17h 31m 57.73s,−33° 50′ 02.5″,,,,,low-mass X-ray binary
4U 1746-371,,,,,,17h 50m 12.66s,−37° 03′ 08.2″,,,,,in NGC 6441; low-mass X-ray binary
XTE J1751-305,,,,,,17h 51m 13.49s,−30° 37′ 23.4″,,,,,low-mass X-ray binary
XTE J1720-318,,,V1228,,,17h 19m 58.99s,−31° 45′ 01.3″,,,,,X-ray nova
GCRT J1745-3009,,,,,,17h 45m 05s,−30° 09′ 54″,,,,B9V,radio source; possible pulsar
OGLE-2007-BLG-368L,,,,,,17h 56m 25.96s,−32° 14′ 14.7″,,,19230,late K?,has a planet (b)
UScoCTIO 108,,,,,,16h 05m 53.94s,−18° 18′ 42.7″,,,,M7,has a low-mass companion
PSR B1706-44,,,,,,17h 09m 42.73s,−44° 29′ 08.2″,,,,,pulsar
PSR B1737-30,,,,,,17h 40m 33.82s,−30° 15′ 43.5″,,,,,pulsar
PSR J1614-2230,,,,,,16h 14m 36.51s,−22° 30′ 31.1″,,,,,binary millisecond pulsar
"Table legend: 
[TABLE]",,,,,,,,,,,,
